         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    30231    0.111    0.000    0.617    0.000 numpy_.py:127(__init__)
    22672    0.029    0.000    0.076    0.000 numpy_.py:170(__array__)
        1    0.000    0.000    0.000    0.000 numpy_.py:20(PandasDtype)
    30231    0.182    0.000    0.490    0.000 numpy_.py:35(__init__)
       22    0.000    0.000    0.000    0.000 numpy_.py:432(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 numpy_.py:97(PandasArray)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1214(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:138(OffsetBox)
        1    0.000    0.000    0.017    0.017 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1607(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1730(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1758(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:273(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:317(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:393(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:471(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:554(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:686(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:856(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:966(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 offsets.py:1056(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1063(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1074(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:110(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1180(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1240(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1300(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:1417(_WeekOfMonthMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1441(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1512(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1582(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1648(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1664(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1673(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1687(QuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1698(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1754(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1764(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1774(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1783(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1795(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:1985(FY5253Quarter)
        1    0.000    0.000    0.004    0.004 offsets.py:2(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2181(Easter)
        4    0.000    0.000    0.000    0.000 offsets.py:2223(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2239(Tick)
        7    0.000    0.000    0.000    0.000 offsets.py:2244(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:2368(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2373(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2378(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2383(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2388(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2393(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2398(Nano)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(<dictcomp>)
        1    0.000    0.000    0.000    0.000 offsets.py:405(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:414(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:432(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:456(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:464(__init__)
       16    0.000    0.000    0.000    0.000 offsets.py:51(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:570(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:797(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:813(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:880(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:907(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:941(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:949(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:957(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:965(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:973(_CustomBusinessMonth)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 ops.py:101(maybe_upcast_for_op)
       10    0.000    0.000    0.000    0.000 ops.py:1234(_get_method_wrappers)
       10    0.001    0.000    0.021    0.002 ops.py:1293(_create_methods)
      144    0.000    0.000    0.000    0.000 ops.py:1347(<lambda>)
      114    0.000    0.000    0.000    0.000 ops.py:1349(<lambda>)
       10    0.000    0.000    0.000    0.000 ops.py:1350(<dictcomp>)
       10    0.000    0.000    0.001    0.000 ops.py:1354(add_methods)
        5    0.000    0.000    0.008    0.002 ops.py:1368(add_special_arithmetic_methods)
       50    0.000    0.000    0.000    0.000 ops.py:1384(_wrap_inplace_method)
        5    0.000    0.000    0.015    0.003 ops.py:1421(add_flex_arithmetic_methods)
       20    0.000    0.000    0.000    0.000 ops.py:1439(<genexpr>)
        6    0.000    0.000    0.000    0.000 ops.py:1447(_align_method_SERIES)
        1    0.000    0.000    0.000    0.000 ops.py:1468(_construct_result)
       16    0.000    0.000    0.000    0.000 ops.py:1490(_arith_method_SERIES)
        1    0.000    0.000    0.001    0.001 ops.py:1502(na_op)
        1    0.000    0.000    0.001    0.001 ops.py:1512(safe_na_op)
        1    0.000    0.000    0.004    0.004 ops.py:1536(wrapper)
     7559    0.019    0.000    2.729    0.000 ops.py:1591(_comp_method_OBJECT_ARRAY)
        6    0.000    0.000    0.000    0.000 ops.py:1607(_comp_method_SERIES)
     7564    0.022    0.000    2.893    0.000 ops.py:1615(na_op)
        1    0.000    0.000    0.000    0.000 ops.py:162(Constant)
     7564    0.190    0.000    7.205    0.001 ops.py:1660(wrapper)
       12    0.000    0.000    0.000    0.000 ops.py:1780(_bool_method_SERIES)
        5    0.000    0.000    0.000    0.000 ops.py:1787(na_op)
       10    0.000    0.000    0.006    0.001 ops.py:1815(<lambda>)
        5    0.000    0.000    0.008    0.002 ops.py:1817(wrapper)
        5    0.000    0.000    0.000    0.000 ops.py:1832(<lambda>)
        1    0.000    0.000    0.000    0.000 ops.py:184(Op)
       44    0.000    0.000    0.004    0.000 ops.py:1860(_flex_method_SERIES)
       68    0.001    0.000    0.012    0.000 ops.py:1990(_arith_method_FRAME)
        1    0.000    0.000    0.001    0.001 ops.py:2(<module>)
       96    0.000    0.000    0.000    0.000 ops.py:200(make_invalid_op)
       12    0.000    0.000    0.003    0.000 ops.py:2043(_flex_comp_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:2084(_comp_method_FRAME)
       20    0.000    0.000    0.000    0.000 ops.py:2119(_arith_method_PANEL)
       12    0.000    0.000    0.000    0.000 ops.py:2135(_comp_method_PANEL)
       14    0.000    0.000    0.001    0.000 ops.py:2168(_flex_method_PANEL)
      104    0.000    0.000    0.000    0.000 ops.py:220(_gen_eval_kwargs)
       22    0.000    0.000    0.000    0.000 ops.py:2240(_arith_method_SPARSE_SERIES)
       98    0.000    0.000    0.000    0.000 ops.py:261(_gen_fill_zeros)
       80    0.000    0.000    0.000    0.000 ops.py:287(_get_frame_op_default_axis)
      134    0.001    0.000    0.002    0.000 ops.py:312(_get_opstr)
        1    0.000    0.000    0.000    0.000 ops.py:321(BinOp)
      238    0.000    0.000    0.001    0.000 ops.py:364(_get_op_name)
        1    0.000    0.000    0.000    0.000 ops.py:38(UndefinedVariableError)
     7570    0.017    0.000    0.049    0.000 ops.py:43(get_op_result_name)
        1    0.000    0.000    0.000    0.000 ops.py:451(Div)
        1    0.000    0.000    0.000    0.000 ops.py:484(UnaryOp)
        1    0.000    0.000    0.002    0.002 ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:50(Term)
        1    0.000    0.000    0.000    0.000 ops.py:529(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:545(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:636(BinGrouper)
        5    0.000    0.000    0.000    0.000 ops.py:66(_maybe_match_name)
        1    0.000    0.000    0.002    0.002 ops.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:792(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:840(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:846(FrameSplitter)
       86    0.000    0.000    0.001    0.000 ops.py:862(_make_flex_doc)
        1    0.000    0.000    0.000    0.000 ops.py:869(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:90(BaseGrouper)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
      628    0.002    0.000    0.003    0.000 os.py:664(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
      634    0.001    0.000    0.002    0.000 os.py:742(encode)
        9    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.021    0.021 overrides.py:1(<module>)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
        1    0.000    0.000    0.005    0.005 packers.py:39(<module>)
        1    0.000    0.000    0.000    0.000 packers.py:753(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:769(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:787(Iterator)
        1    0.000    0.000    0.001    0.001 panel.py:108(Panel)
        1    0.000    0.000    0.005    0.005 panel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:139(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:46(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:76(PyArrowImpl)
       48    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
       24    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
       24    0.000    0.000    0.000    0.000 parse.py:394(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:741(Quoter)
       48    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.019    0.019 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        7    0.000    0.000    0.002    0.000 parsers.py:1120(_make_engine)
        7    0.000    0.000    0.087    0.012 parsers.py:1137(read)
        7    0.000    0.000    0.000    0.000 parsers.py:1162(_create_index)
       21    0.000    0.000    0.000    0.000 parsers.py:1176(_is_index_col)
       21    0.000    0.000    0.000    0.000 parsers.py:1180(_is_potential_multi_index)
       42    0.000    0.000    0.000    0.000 parsers.py:1195(<genexpr>)
        7    0.000    0.000    0.000    0.000 parsers.py:1274(_validate_usecols_arg)
        7    0.000    0.000    0.000    0.000 parsers.py:1329(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1350(ParserBase)
        7    0.000    0.000    0.000    0.000 parsers.py:1352(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:1423(_has_complex_date_col)
        7    0.000    0.000    0.000    0.000 parsers.py:1502(_maybe_dedup_names)
       14    0.000    0.000    0.000    0.000 parsers.py:1530(_maybe_make_multi_index_columns)
        7    0.000    0.000    0.000    0.000 parsers.py:1536(_make_index)
        7    0.000    0.000    0.000    0.000 parsers.py:1814(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1825(CParserWrapper)
        7    0.002    0.000    0.002    0.000 parsers.py:1830(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:1926(close)
        7    0.000    0.000    0.000    0.000 parsers.py:1936(_set_noconvert_columns)
        7    0.000    0.000    0.018    0.003 parsers.py:1993(read)
        7    0.000    0.000    0.000    0.000 parsers.py:2064(<listcomp>)
        7    0.000    0.000    0.000    0.000 parsers.py:2066(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2163(PythonParser)
        1    0.000    0.000    0.007    0.007 parsers.py:3(<module>)
        7    0.000    0.000    0.000    0.000 parsers.py:3157(_make_date_converter)
        7    0.000    0.000    0.000    0.000 parsers.py:3195(_process_date_conversion)
        7    0.000    0.000    0.000    0.000 parsers.py:3278(_clean_na_values)
       14    0.000    0.000    0.000    0.000 parsers.py:347(_validate_integer)
        1    0.000    0.000    0.000    0.000 parsers.py:3494(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3595(FixedWidthFieldParser)
        7    0.000    0.000    0.000    0.000 parsers.py:377(_validate_names)
        7    0.000    0.000    0.103    0.015 parsers.py:403(_read)
        2    0.000    0.000    0.000    0.000 parsers.py:528(_make_parser_function)
        7    0.000    0.000    0.103    0.015 parsers.py:536(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:806(TextFileReader)
        7    0.000    0.000    0.003    0.000 parsers.py:813(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:897(close)
        7    0.000    0.000    0.000    0.000 parsers.py:900(_get_options_with_defaults)
        7    0.000    0.000    0.000    0.000 parsers.py:939(_check_file_or_buffer)
        7    0.000    0.000    0.000    0.000 parsers.py:956(_clean_options)
        1    0.000    0.000    0.019    0.019 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1014(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1105(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1172(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1274(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1378(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1407(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1490(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        6    0.000    0.000    0.001    0.000 patches.py:1811(_pprint_table)
      204    0.000    0.000    0.000    0.000 patches.py:1815(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1815(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1816(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:1820(<genexpr>)
      224    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1822(<listcomp>)
        6    0.000    0.000    0.006    0.001 patches.py:1830(_pprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1854(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1863(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
      105    0.000    0.000    0.022    0.000 patches.py:191(get_transform)
       56    0.000    0.000    0.000    0.000 patches.py:1919(_register_style)
        1    0.000    0.000    0.002    0.002 patches.py:1927(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1963(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2012(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2041(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2063(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2101(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2116(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2166(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2228(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2281(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2379(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2413(FancyBboxPatch)
       27    0.000    0.000    0.000    0.000 patches.py:246(set_antialiased)
       77    0.000    0.000    0.001    0.000 patches.py:259(_set_edgecolor)
        1    0.000    0.000    0.001    0.001 patches.py:2645(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2687(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2700(SimpleEvent)
       51    0.000    0.000    0.001    0.000 patches.py:274(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2815(Angle3)
       77    0.000    0.000    0.003    0.000 patches.py:285(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2853(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2915(Arc)
       51    0.000    0.000    0.002    0.000 patches.py:292(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3009(Bar)
        1    0.000    0.000    0.002    0.002 patches.py:3102(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3141(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3220(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3355(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3364(CurveA)
       51    0.000    0.000    0.000    0.000 patches.py:337(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3383(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3402(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3441(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3461(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3481(_Bracket)
       26    0.000    0.000    0.000    0.000 patches.py:355(set_linestyle)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3592(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3614(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3636(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3747(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3846(Wedge)
       26    0.000    0.000    0.002    0.000 patches.py:389(set_fill)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
       26    0.000    0.000    0.006    0.000 patches.py:41(__init__)
       46    0.000    0.000    0.000    0.000 patches.py:411(set_capstyle)
       26    0.000    0.000    0.000    0.000 patches.py:430(set_joinstyle)
        1    0.000    0.000    0.000    0.000 patches.py:4332(ConnectionPatch)
       26    0.000    0.000    0.000    0.000 patches.py:449(set_hatch)
        1    0.000    0.000    0.000    0.000 patches.py:561(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:625(Rectangle)
        6    0.000    0.000    0.002    0.000 patches.py:636(__init__)
      105    0.001    0.000    0.020    0.000 patches.py:679(_update_patch_transform)
      105    0.000    0.000    0.001    0.000 patches.py:698(_convert_units)
      105    0.000    0.000    0.020    0.000 patches.py:708(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:794(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:880(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:911(Polygon)
        1    0.000    0.000    0.000    0.000 path.py:10(<module>)
      105    0.001    0.000    0.003    0.000 path.py:193(_update_values)
      140    0.000    0.000    0.000    0.000 path.py:203(vertices)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       35    0.000    0.000    0.000    0.000 path.py:217(codes)
       35    0.000    0.000    0.000    0.000 path.py:236(simplify_threshold)
       35    0.000    0.000    0.000    0.000 path.py:255(should_simplify)
        5    0.000    0.000    0.000    0.000 path.py:703(unit_circle)
        1    0.000    0.000    0.000    0.000 path.py:716(circle)
      105    0.001    0.000    0.005    0.000 path.py:96(__init__)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
       15    0.000    0.000    0.000    0.000 pathlib.py:1008(_init)
        3    0.000    0.000    0.000    0.000 pathlib.py:1057(home)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        6    0.000    0.000    0.000    0.000 pathlib.py:1153(stat)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1241(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1343(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
       16    0.000    0.000    0.000    0.000 pathlib.py:282(splitroot)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       11    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        9    0.000    0.000    0.000    0.000 pathlib.py:385(wrapped)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
       15    0.000    0.000    0.001    0.000 pathlib.py:51(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
       14    0.000    0.000    0.001    0.000 pathlib.py:631(_parse_args)
       12    0.000    0.000    0.001    0.000 pathlib.py:651(_from_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parsed_parts)
        9    0.000    0.000    0.000    0.000 pathlib.py:674(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:685(_make_child)
       19    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:777(name)
        1    0.000    0.000    0.000    0.000 pathlib.py:814(with_name)
        2    0.000    0.000    0.000    0.000 pathlib.py:89(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:898(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:961(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:971(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
       12    0.000    0.000    0.001    0.000 pathlib.py:998(__new__)
        2    0.000    0.000    0.003    0.001 period.py:2(<module>)
       12    0.000    0.000    0.000    0.000 period.py:33(_field_accessor)
        6    0.000    0.000    0.000    0.000 period.py:44(_period_array_cmp)
        1    0.000    0.000    0.000    0.000 period.py:56(PeriodDelegateMixin)
        1    0.000    0.000    0.001    0.001 period.py:68(PeriodIndex)
        1    0.000    0.000    0.000    0.000 period.py:89(PeriodArray)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        3    0.097    0.032    0.447    0.149 pickle.py:1025(load)
      131    0.000    0.000    0.000    0.000 pickle.py:1055(pop_mark)
        3    0.000    0.000    0.000    0.000 pickle.py:1066(load_proto)
       36    0.000    0.000    0.000    0.000 pickle.py:1094(load_none)
       17    0.000    0.000    0.000    0.000 pickle.py:1098(load_false)
       18    0.000    0.000    0.000    0.000 pickle.py:1117(load_binint)
       79    0.000    0.000    0.000    0.000 pickle.py:1121(load_binint1)
        3    0.000    0.000    0.000    0.000 pickle.py:1125(load_binint2)
       26    0.000    0.000    0.000    0.000 pickle.py:1136(load_long1)
      150    0.000    0.000    0.000    0.000 pickle.py:1155(load_binfloat)
    15273    0.011    0.000    0.020    0.000 pickle.py:1159(_decode_string)
        6    0.000    0.000    0.001    0.000 pickle.py:1178(load_binstring)
    15267    0.025    0.000    0.068    0.000 pickle.py:1223(load_short_binstring)
       25    0.000    0.000    0.000    0.000 pickle.py:1239(load_tuple)
        6    0.000    0.000    0.000    0.000 pickle.py:1244(load_empty_tuple)
       25    0.000    0.000    0.000    0.000 pickle.py:1248(load_tuple1)
       18    0.000    0.000    0.000    0.000 pickle.py:1252(load_tuple2)
       27    0.000    0.000    0.000    0.000 pickle.py:1256(load_tuple3)
       20    0.000    0.000    0.000    0.000 pickle.py:1260(load_empty_list)
       17    0.000    0.000    0.000    0.000 pickle.py:1264(load_empty_dictionary)
       25    0.000    0.000    0.000    0.000 pickle.py:1335(load_global)
       25    0.000    0.000    0.000    0.000 pickle.py:1381(find_class)
        5    0.000    0.000    0.458    0.092 pickle.py:142(read_wrapper)
    15248    0.013    0.000    0.025    0.000 pickle.py:1421(load_binget)
