         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    48716    0.063    0.000    0.123    0.000 pickle.py:1426(load_long_binget)
      765    0.001    0.000    0.001    0.000 pickle.py:1438(load_binput)
    14569    0.019    0.000    0.035    0.000 pickle.py:1445(load_long_binput)
        1    0.000    0.000    0.000    0.000 pickle.py:1457(load_append)
       92    0.000    0.000    0.001    0.000 pickle.py:1464(load_appends)
        1    0.000    0.000    0.000    0.000 pickle.py:1475(load_setitem)
       14    0.000    0.000    0.000    0.000 pickle.py:1483(load_setitems)
       26    0.000    0.000    0.003    0.000 pickle.py:1501(load_build)
      139    0.000    0.000    0.000    0.000 pickle.py:1525(load_mark)
        2    0.000    0.000    0.458    0.229 pickle.py:153(try_read)
        1    0.000    0.000    0.000    0.000 pickle.py:1531(load_stop)
        2    0.000    0.000    0.007    0.004 pickle.py:166(<lambda>)
        2    0.000    0.000    0.303    0.151 pickle.py:173(<lambda>)
        1    0.000    0.000    0.145    0.145 pickle.py:177(<lambda>)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        3    0.000    0.000    0.000    0.000 pickle.py:222(__init__)
   205531    0.092    0.000    0.148    0.000 pickle.py:227(read)
        1    0.000    0.000    0.005    0.005 pickle.py:24(<module>)
       50    0.000    0.000    0.000    0.000 pickle.py:240(readline)
       26    0.000    0.000    0.000    0.000 pickle.py:322(decode_long)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.001    0.001    0.459    0.459 pickle.py:83(read_pickle)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:89(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        3    0.000    0.000    0.000    0.000 pickle.py:988(__init__)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:144(Unpickler)
       25    0.000    0.000    0.000    0.000 pickle_compat.py:146(find_class)
       36    0.000    0.000    0.002    0.000 pickle_compat.py:15(load_reduce)
        6    0.000    0.000    0.000    0.000 pickle_compat.py:169(load_newobj)
        3    0.000    0.000    0.447    0.149 pickle_compat.py:204(load)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:2(<module>)
        7    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
        1    0.000    0.000    0.001    0.001 pkgutil.py:500(extend_path)
        1    0.000    0.000    0.019    0.019 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1257(python_implementation)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:125(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:184(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:19(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:207(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:230(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:270(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:373(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:418(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:462(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:521(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:705(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:759(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:833(PolarAxes)
        1    0.000    0.000    0.000    0.000 polar.py:86(PolarAffine)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
       43    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
      598    0.002    0.000    0.004    0.000 posixpath.py:154(dirname)
       66    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       35    0.000    0.000    0.001    0.000 posixpath.py:338(normpath)
       29    0.000    0.000    0.001    0.000 posixpath.py:376(abspath)
     1766    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      351    0.001    0.000    0.002    0.000 posixpath.py:64(isabs)
      772    0.005    0.000    0.007    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       10    0.000    0.000    0.000    0.000 printing.py:156(pprint_thing)
       10    0.000    0.000    0.000    0.000 printing.py:185(as_escaped_unicode)
        1    0.000    0.000    0.001    0.001 printing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:104(contextlib_nullcontext)
        1    0.000    0.000    0.009    0.009 py3k.py:4(<module>)
       24    0.000    0.000    0.004    0.000 pyparsing.py:1170(_trim_arity)
       23    0.000    0.000    0.004    0.000 pyparsing.py:1178(extract_stack)
       42    0.000    0.000    0.001    0.000 pyparsing.py:1200(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1234(ParserElement)
      232    0.001    0.000    0.001    0.000 pyparsing.py:1277(__init__)
      429    0.001    0.000    0.007    0.000 pyparsing.py:1300(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1329(setName)
        6    0.000    0.000    0.001    0.000 pyparsing.py:1344(setResultsName)
       21    0.000    0.000    0.004    0.000 pyparsing.py:1391(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1432(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1442(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1497(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1512(postParse)
   260/11    0.002    0.000    0.008    0.001 pyparsing.py:1516(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1613(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1636(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1637(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1642(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1645(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1653(clear)
     72/4    0.001    0.000    0.004    0.001 pyparsing.py:1700(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1725(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1731(enablePackrat)
       11    0.000    0.000    0.009    0.001 pyparsing.py:1766(parseString)
       66    0.000    0.000    0.002    0.000 pyparsing.py:1991(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2014(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2050(__mul__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2099(makeOptionalList)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2121(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:217(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2193(__invert__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2199(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2219(suppress)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2226(leaveWhitespace)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2235(setWhitespaceChars)
      115    0.000    0.000    0.000    0.000 pyparsing.py:2330(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2336(streamline)
       95    0.000    0.000    0.000    0.000 pyparsing.py:234(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:236(ParseBaseException)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2381(__hash__)
       93    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2556(Token)
       83    0.000    0.000    0.001    0.000 pyparsing.py:2560(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2564(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2567(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2574(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2588(Literal)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2602(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2621(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2629(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2702(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2725(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2738(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2807(Word)
       10    0.000    0.000    0.006    0.001 pyparsing.py:2860(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2863(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2914(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:292(ParseException)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2949(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2958(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2972(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2983(Regex)
       27    0.000    0.000    0.011    0.000 pyparsing.py:2998(__init__)
       37    0.000    0.000    0.001    0.000 pyparsing.py:3038(parseImpl)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3056(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3096(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3247(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3267(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3293(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3310(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3324(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3358(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3361(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3363(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3394(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3395(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3401(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3427(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3449(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3462(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3478(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3493(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3496(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3500(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3510(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3531(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3554(ParseExpression)
       83    0.000    0.000    0.002    0.000 pyparsing.py:3558(__init__)
      166    0.000    0.000    0.000    0.000 pyparsing.py:3568(<genexpr>)
    58/10    0.000    0.000    0.005    0.001 pyparsing.py:3586(leaveWhitespace)
       58    0.000    0.000    0.004    0.000 pyparsing.py:3590(<listcomp>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3617(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3651(setResultsName)
   121/59    0.000    0.000    0.005    0.000 pyparsing.py:3661(copy)
   121/59    0.000    0.000    0.004    0.000 pyparsing.py:3663(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3666(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3684(_ErrorStop)
       67    0.000    0.000    0.002    0.000 pyparsing.py:3690(__init__)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3692(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:3697(streamline)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3699(<genexpr>)
    63/11    0.001    0.000    0.008    0.001 pyparsing.py:3702(parseImpl)
    34/26    0.000    0.000    0.001    0.000 pyparsing.py:3739(__str__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3744(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3749(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3836(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:385(ParseFatalException)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3853(__init__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:3856(<genexpr>)
      9/3    0.000    0.000    0.001    0.000 pyparsing.py:3861(streamline)
       33    0.000    0.000    0.000    0.000 pyparsing.py:3863(<genexpr>)
    24/12    0.000    0.000    0.003    0.000 pyparsing.py:3866(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3895(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:390(ParseSyntaxException)
       44    0.000    0.000    0.000    0.000 pyparsing.py:3900(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3910(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4043(ParseElementEnhance)
       66    0.000    0.000    0.001    0.000 pyparsing.py:4047(__init__)
     20/6    0.000    0.000    0.002    0.000 pyparsing.py:4065(parseImpl)
    33/10    0.000    0.000    0.007    0.001 pyparsing.py:4071(leaveWhitespace)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4090(streamline)
       13    0.000    0.000    0.000    0.000 pyparsing.py:4109(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:411(RecursiveGrammarException)
